mu_g,k_g,mu_i,k_i
3.722103894248417,1.9633654285871376,4.724705356797372,13.396255629300473
3.77934908963036,2.0078605968353056,4.666132701610073,15.68839654530134
3.8872150808876778,2.521295241944063,4.656642365025292,15.100819633337952
4.536902134863784,1.9508028747452753,4.90189422553851,14.587359917193854
4.19975937951383,2.5548217215399394,4.872174889723367,13.137668281153957
4.224342607693943,2.3312714106238244,4.711965917623172,13.29921198670895
4.201989898436506,2.9559774601878233,4.968811932660825,13.456862655329703
4.472882956714292,2.9076491710187637,4.887147560235599,15.375900033972782
4.49293908999861,2.547815636666655,4.9292272610441605,18.279916211046288
3.8970279874499494,2.5769040662675926,4.759581439446719,13.433490762021185
4.0540003704951815,2.23502612205748,4.751975012837415,12.855451616759199
4.271886341012169,3.2301269640931562,4.98349103445072,10.884732877381463
3.9373221441797575,3.909321862690458,4.8928906764941225,15.303545397976267
4.0885971454888965,1.82100261267097,4.9098221488880585,13.810661931619848
3.878179515717715,3.1212008460013156,4.934120641485406,12.672762664469946
4.023007043575805,2.590123515226811,4.681547685543284,15.79689599625432
4.255562440747808,2.5422392719177536,4.968822172588383,15.40753881092015
4.150480614018396,3.030391115826479,4.939635451436457,16.220194577349265
4.322330023291028,3.2960797442876384,5.0470856679301335,16.051206803578722
3.7380538812987076,1.837123973727394,4.81407648173649,11.920156806663234
3.5964348388144134,4.126258142825308,4.680840321216768,12.09999934646625
5.289219092815362,2.1611210934749834,4.79832657589434,13.927063889227732
3.680579821308589,2.8193546391204594,4.749410432583066,12.832355410196271
3.7757374373560424,3.2267067448062328,4.80076289937289,13.298807785757669
4.137189975321498,3.3143098981032275,4.936927260539081,16.57397525295106
3.8441701437495865,3.014589497146943,4.826420499661373,13.689864175369319
3.6440730165719373,2.7663988345146984,4.760369566083975,13.651015754159625
4.290360214797371,3.1398638084193697,4.9615639692157965,13.509589619372145
4.085853831577009,2.0974681768753443,4.741421136674664,12.094312089087373
3.9618789454334613,3.759568237977181,4.90954933579557,13.077840113062381
4.084395255009984,1.7943814448974844,4.697366754774389,12.368487384490702
4.166025447366829,3.3235754655059,4.916583227622697,13.99127107777542
4.114051400784692,2.5798909935976284,4.885929753915457,13.953420196271935
3.9613057983159234,2.8629874098561565,4.791376526645154,12.727969624724812
4.230800649936975,2.4538415192083947,4.6976451178116205,13.002839014135818
4.078907915560235,3.262825397194013,4.925702527854931,13.189675557395256
3.917475388575865,3.504342515672626,4.869091012603687,13.43559145796847
3.8200468001521926,2.768486858936315,4.779739203239899,14.774268504622926
3.414177563330821,2.9453715961695885,4.69919545723925,16.24231827982164
3.5940898628156646,2.077831016725767,4.720723173968446,16.08650408929401
3.896415286664405,3.6745597592984023,4.816024855447766,14.975349878749512
4.083576029203375,2.2486568113755268,4.746283762427069,11.644682711220545
4.049447873898515,2.0340614998144306,4.6640315349465284,13.65965235752202
